function,implementation,input_size,window_size,time
first_value,Hyper tree,1660000,83000,0.13186815194785595
first_value,Hyper tree,1680000,84000,0.13315766118466854
first_value,Hyper tree,1700000,85000,0.13480505999177694
first_value,Hyper tree,1720000,86000,0.13722528610378504
first_value,Hyper tree,1740000,87000,0.13535556755959988
first_value,Hyper tree,1760000,88000,0.13845829106867313
first_value,Hyper tree,1780000,89000,0.13736348319798708
first_value,Hyper tree,1800000,90000,0.1426205663010478
first_value,Hyper tree,1820000,91000,0.14030859991908073
first_value,Hyper tree,1840000,92000,0.1436154367402196
first_value,Hyper tree,1860000,93000,0.14290748722851276
first_value,Hyper tree,1880000,94000,0.143041773699224
first_value,Hyper tree,1900000,95000,0.14548246562480927
first_value,Hyper tree,1920000,96000,0.1456302935257554
first_value,Hyper tree,1940000,97000,0.14943244960159063
first_value,Hyper tree,1960000,98000,0.15050637908279896
first_value,Hyper tree,1980000,99000,0.15318037755787373
first_value,Hyper tree,2000000,100000,0.15651606488972902
lead,Hyper naive,1,1,0.0021737385541200638
lead,Hyper naive,20000,1000,0.36560521367937326
lead,Hyper naive,40000,2000,0.7199030686169863
lead,Hyper naive,60000,3000,1.0828625224530697
lead,Hyper naive,80000,4000,1.447993928566575
lead,Hyper naive,100000,5000,1.7927787797525525
lead,Hyper naive,120000,6000,2.152875511907041
lead,Hyper naive,140000,7000,2.513750471174717
lead,Hyper naive,160000,8000,2.85460172733292
lead,Hyper naive,180000,9000,3.243596065789461
lead,Hyper naive,200000,10000,2.388279350474477
lead,Hyper naive,220000,11000,2.640614628326148
lead,Hyper naive,240000,12000,2.8888127831742167
lead,Hyper naive,260000,13000,3.19948766566813
lead,Hyper naive,280000,14000,3.381630312651396
lead,Hyper naive,300000,15000,3.6672815158963203
lead,Hyper naive,320000,16000,3.9964698124676943
lead,Hyper naive,340000,17000,4.327582358382642
lead,Hyper naive,360000,18000,4.626387358643115
lead,Hyper naive,380000,19000,4.937245145440102
lead,Hyper naive,400000,20000,5.406095566693693
lead,Hyper naive,420000,21000,6.464306921698153
lead,Hyper naive,440000,22000,7.2562335268594325
lead,Hyper naive,460000,23000,8.046957954298705
lead,Hyper naive,480000,24000,26.447621654719114
lead,Hyper naive,2000000,XXX,not measured. Just here to pad the plot
lead,Hyper tree,1,1,0.0030115004628896713
lead,Hyper tree,20000,1000,0.052218200638890266
lead,Hyper tree,40000,2000,0.05045382026582956
lead,Hyper tree,60000,3000,0.05602080374956131
lead,Hyper tree,80000,4000,0.06204460747539997
lead,Hyper tree,100000,5000,0.064396514557302
lead,Hyper tree,120000,6000,0.07956810761243105
lead,Hyper tree,140000,7000,0.07157242950052023
lead,Hyper tree,160000,8000,0.08764691930264235
lead,Hyper tree,180000,9000,0.09093194920569658
lead,Hyper tree,200000,10000,0.09394882991909981
lead,Hyper tree,220000,11000,0.09373034164309502
lead,Hyper tree,240000,12000,0.10111272148787975
lead,Hyper tree,260000,13000,0.1043737018480897
lead,Hyper tree,280000,14000,0.1084810383617878
lead,Hyper tree,300000,15000,0.11264326050877571
lead,Hyper tree,320000,16000,0.11634224839508533
lead,Hyper tree,340000,17000,0.1210526805371046
lead,Hyper tree,360000,18000,0.12258948385715485
lead,Hyper tree,380000,19000,0.12754725012928247
lead,Hyper tree,400000,20000,0.129939210601151
lead,Hyper tree,420000,21000,0.13514878693968058
lead,Hyper tree,440000,22000,0.13551580626517534
lead,Hyper tree,460000,23000,0.14089065976440907
lead,Hyper tree,480000,24000,0.14215030893683434
lead,Hyper tree,500000,25000,0.14660040941089392
lead,Hyper tree,520000,26000,0.1514752795919776
lead,Hyper tree,540000,27000,0.1537569174543023
lead,Hyper tree,560000,28000,0.1599410232156515
lead,Hyper tree,580000,29000,0.1608661785721779
lead,Hyper tree,600000,30000,0.16552618704736233
lead,Hyper tree,620000,31000,0.16610718425363302
lead,Hyper tree,640000,32000,0.1705338703468442
lead,Hyper tree,660000,33000,0.17749998066574335
lead,Hyper tree,680000,34000,0.17822930216789246
lead,Hyper tree,700000,35000,0.18125541787594557
lead,Hyper tree,720000,36000,0.18112381547689438
lead,Hyper tree,740000,37000,0.1885379934683442
lead,Hyper tree,760000,38000,0.18981810938566923
lead,Hyper tree,780000,39000,0.19229169469326735
lead,Hyper tree,800000,40000,0.19779836479574442
lead,Hyper tree,820000,41000,0.2355190757662058
lead,Hyper tree,840000,42000,0.2441049050539732
lead,Hyper tree,860000,43000,0.2577081136405468
lead,Hyper tree,880000,44000,0.2614997634664178
lead,Hyper tree,900000,45000,0.2673750063404441
lead,Hyper tree,920000,46000,0.27214270643889904
lead,Hyper tree,940000,47000,0.27238420210778713
lead,Hyper tree,960000,48000,0.2808075528591871
lead,Hyper tree,980000,49000,0.28974961303174496
lead,Hyper tree,1000000,50000,0.28562196530401707
lead,Hyper tree,1020000,51000,0.2948495279997587
lead,Hyper tree,1040000,52000,0.3022349812090397
lead,Hyper tree,1060000,53000,0.32331423833966255
lead,Hyper tree,1080000,54000,0.3221215968951583
lead,Hyper tree,1100000,55000,0.32332348730415106
lead,Hyper tree,1120000,56000,0.3321381164714694
lead,Hyper tree,1140000,57000,0.33657331950962543
lead,Hyper tree,1160000,58000,0.33737765718251467
lead,Hyper tree,1180000,59000,0.34843727480620146
lead,Hyper tree,1200000,60000,0.3575129387900233
lead,Hyper tree,1220000,61000,0.3597793262451887
lead,Hyper tree,1240000,62000,0.35580778028815985
lead,Hyper tree,1260000,63000,0.35514379758387804
lead,Hyper tree,1280000,64000,0.36528652533888817
lead,Hyper tree,1300000,65000,0.36878335289657116
lead,Hyper tree,1320000,66000,0.3742749262601137
lead,Hyper tree,1340000,67000,0.37746352795511484
lead,Hyper tree,1360000,68000,0.3861603867262602
lead,Hyper tree,1380000,69000,0.3889341661706567
lead,Hyper tree,1400000,70000,0.38581341318786144
lead,Hyper tree,1420000,71000,0.3935812786221504
lead,Hyper tree,1440000,72000,0.3962068045511842
lead,Hyper tree,1460000,73000,0.39809688460081816
lead,Hyper tree,1480000,74000,0.40300449077039957
lead,Hyper tree,1500000,75000,0.4084587059915066
lead,Hyper tree,1520000,76000,0.4090811386704445
lead,Hyper tree,1540000,77000,0.421274621039629
lead,Hyper tree,1560000,78000,0.41519292537122965
lead,Hyper tree,1580000,79000,0.4221305176615715
lead,Hyper tree,1600000,80000,0.43002037797123194
lead,Hyper tree,1620000,81000,0.45467461831867695
lead,Hyper tree,1640000,82000,0.49434306286275387
lead,Hyper tree,1660000,83000,0.47243463806807995
lead,Hyper tree,1680000,84000,0.5149800106883049
lead,Hyper tree,1700000,85000,0.4924217974767089
lead,Hyper tree,1720000,86000,0.4862923063337803
lead,Hyper tree,1740000,87000,0.49509534519165754
lead,Hyper tree,1760000,88000,0.5264057256281376
lead,Hyper tree,1780000,89000,0.504384427331388
lead,Hyper tree,1800000,90000,0.5220060488209128
lead,Hyper tree,1820000,91000,0.5339912474155426
lead,Hyper tree,1840000,92000,0.5500608459115028
lead,Hyper tree,1860000,93000,0.5747159477323294
lead,Hyper tree,1880000,94000,0.5918262777850032
lead,Hyper tree,1900000,95000,0.595594990067184
lead,Hyper tree,1920000,96000,0.5887593636289239
lead,Hyper tree,1940000,97000,0.5535114062950015
lead,Hyper tree,1960000,98000,0.5622977670282125
lead,Hyper tree,1980000,99000,0.6131196366623044
lead,Hyper tree,2000000,100000,0.6264395052567124
